Key	PY+T	Pho+T	IPA+T	PY-T	Pho-T	IPA-T	Tone	SyStruct	SyLen	OrthLen	PhoLen	FreqPM	Words	HomoDensity	Dominate-POS	Freq-Dominate-POS	Percent-Dominate-POS	Other-POSes	Num-Neighbors	R-Neighbors	A-Neighbors	S-Neighbors	Neighbors	Freq-Neighbors
z aN									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
Z an									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
Z aN									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
z ar									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
Z ar									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
z aU									0.000	0	0	0.0		0		0	0.000		33	25	7	1	z aI, x aU, t aU, z uo, z oU, z ueI, Z aU, k aU, l aU, P aU, z 1, p aU, S aU, K aU, T aU, C aU, m aU, z u, c aU, z a, n aU, z @, r aU, s aU, z eI, ueI z aU, z aU y, i z aU, z aU i, z aU u, z 1 aU, z aU iaU, aU	1473915
Z aU									0.000	0	0	0.0		0		0	0.000		31	26	4	1	x aU, Z @, t aU, Z 1, Z uo, Z u, k aU, z aU, l aU, P aU, p aU, S aU, Z oU, K aU, Z ua, T aU, C aU, m aU, c aU, Z a, n aU, Z ueI, r aU, s aU, Z aI, Z uaI, Z aU iaU, y Z aU, i Z aU, Z aU ia, aU	1225871
z E									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
Z E									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
z eI									0.000	0	0	0.0		0		0	0.000		21	19	1	1	z aI, m eI, z uo, k eI, t eI, p eI, z oU, z ueI, S eI, x eI, z aU, z 1, f eI, l eI, n eI, z u, P eI, z a, z @, u z eI, eI	1417843
Z eI									0.000	0	0	0.0		0		0	0.000		23	22	0	1	Z @, m eI, k eI, Z 1, t eI, Z uo, p eI, Z aU, S eI, x eI, Z u, Z oU, f eI, l eI, Z ua, n eI, P eI, Z a, Z ueI, z eI, Z aI, Z uaI, eI	1242167
z En									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
Z En									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
z i@									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
Z i@									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
